ID,GlideNumber,Country,OtherCountry,lat,long,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
2502,0,China,0,27.1983,106.151,47477.59,14/06/2004,16/06/2004,News,2,0,Heavy rain,1
2503,0,Nigeria,0,6.4901,3.48641,337.173,17/06/2004,18/06/2004,News,0,0,Heavy rain,1
2504,0,Brazil,0,-7.04642,-35.5898,153.021,17/06/2004,18/06/2004,News,7,3000,"Dam/Levy, break or release",1
2505,0,Thailand,0,17.1066,100.168,62813.66,04/06/2004,21/06/2004,News,1,4000,Monsoonal rain,1
2506,0,Slovakia,0,48.9058,18.0672,750.023,19/06/2004,20/06/2004,News,0,0,Heavy rain,2
2507,0,India,Bangladesh,25.4989,85.8918,1162598.06,20/06/2004,07/10/2004,News,3000,40000000,Monsoonal rain,2
2508,0,China,0,28.0894,111.683,92247.56,20/06/2004,25/06/2004,News,27,168000,Heavy rain,1
2509,0,Nigeria,0,12.4118,9.72517,8716.04,22/06/2004,25/06/2004,News,0,300,Heavy rain,1
2510,0,Nicaragua,0,13.1133,-84.8927,26962.05,24/06/2004,20/07/2004,News,25,18000,Heavy rain,1
2511,0,Russia,0,67.4199,134.049,157042.18,23/06/2004,21/07/2004,News,0,700,Heavy rain,1
2512,0,Russia,0,44.5712,41.045,18008.27,26/06/2004,01/07/2004,News,0,500,Heavy rain,1
2513,0,Guam,0,13.4405,144.722,646.886,27/06/2004,28/06/2004,News,4,500,Tropical cyclone,1
2514,0,Philippines,0,7.37715,124.576,2079.62,28/06/2004,30/06/2004,News,5,1200,Heavy rain,1
2515,0,China,0,28.8637,104.834,14994.27,28/06/2004,30/06/2004,News,15,0,Heavy rain,1
2516,0,Philippines,Taiwan,17.5033,121.41,84821.82,29/06/2004,13/07/2004,News,54,385000,Tropical cyclone,2
2517,0,Chile,0,-39.6445,-72.7137,4606.95,30/06/2004,01/07/2004,News,3,9000,Heavy rain,1
2518,0,China,0,26.1245,98.8899,44796.52,04/07/2004,23/07/2004,News,35,26000,Heavy rain,1
2519,0,Nepal,Bhutan,27.0864,86.2525,65222.23,05/07/2004,11/08/2004,News,185,100000,Monsoonal rain,1
2520,0,USA,0,39.7967,-74.6219,2441.81,12/07/2004,15/07/2004,News,0,500,Heavy rain,2
2521,0,Japan,0,37.6258,139.188,25357.78,13/07/2004,18/07/2004,News,18,5800,Heavy rain,1
2522,0,China,0,24.0014,110.433,156995.58,14/07/2004,27/07/2004,News,24,82000,Heavy rain,1
2523,0,Canada,0,44.3085,-78.3305,509.144,15/07/2004,17/07/2004,News,0,250,Brief torrential rain,2
2524,0,South Korea,North Korea,36.715,127.262,102889.49,15/07/2004,25/07/2004,News,34,160000,Monsoonal rain,1
2525,0,China,0,33.4219,114.77,52796.91,16/07/2004,30/07/2004,News,0,150000,Heavy rain,1
2526,0,Afghanistan,0,36.4862,69.2846,78938.76,16/07/2004,19/07/2004,News,16,300,Monsoonal rain,1
2527,0,China,0,27.8758,110.829,86023.99,17/07/2004,30/07/2004,News,2,135000,Heavy rain,2
2528,0,New Zealand,0,-38.3926,176.898,6966.13,18/07/2004,29/07/2004,News,2,2850,Heavy rain,2
2529,0,Georgia,0,42.9478,42.6406,2163.87,15/07/2004,20/07/2004,News,1,0,Heavy rain,1
2530,0,Vietnam,0,22.5609,105.869,12017.51,18/07/2004,28/07/2004,News,36,0,Heavy rain,1
2531,0,Azerbaijan,0,40.7764,46.653,17243.62,22/07/2004,30/07/2004,News,4,0,Heavy rain,1
2532,0,Romania,0,46.3703,26.5286,17939.35,28/07/2004,02/08/2004,News,8,2000,Heavy rain,2
2533,0,China,0,42.9703,123.994,106552.73,12/07/2004,30/07/2004,News,11,0,Heavy rain,1
2534,0,Slovakia,Poland,48.9664,21.158,16222.47,27/07/2004,10/08/2004,News,2,1175,Heavy rain,2
2535,0,USA,0,32.6528,-97.13,21194.51,28/07/2004,31/07/2004,News,3,0,Heavy rain,2
2536,0,Thailand,0,15.848,103.937,17191.92,27/07/2004,02/08/2004,News,3,0,Heavy rain,1
2537,0,USA,0,34.7498,-82.3471,274.971,29/07/2004,30/07/2004,News,0,60,Brief torrential rain,2
2538,0,Japan,0,33.6343,133.5,13375.18,01/08/2004,02/08/2004,News,1,0,Heavy rain,1
2539,0,Philippines,0,7.02107,124.577,2439.38,31/07/2004,13/08/2004,News,0,80000,Heavy rain,1
2540,0,China,0,41.176,107.649,19410.64,02/08/2004,03/08/2004,News,8,0,Brief torrential rain,1
2541,0,India,Pakistan,21.0247,73.7641,638379.86,01/08/2004,08/09/2004,News,210,100000,Monsoonal rain,1
2542,0,Saudi Arabia,0,17.3866,42.4899,4070.77,03/08/2004,04/08/2004,News,8,0,Heavy rain,2
2543,0,Thailand,0,15.3973,103.073,378045.12,06/08/2004,03/10/2004,News,11,60000,Monsoonal rain,2
2544,0,South Africa,0,-34.0107,18.5736,199.004,07/08/2004,09/08/2004,News,0,15000,Heavy rain,1
2545,0,Nigeria,0,5.5144,6.00639,517.871,08/08/2004,10/08/2004,News,0,15000,Heavy rain,1
2546,0,Nigeria,0,10.0552,12.7303,5488.44,08/08/2004,12/08/2004,News,65,2500,Heavy rain,1
2547,0,China,0,28.418,120.833,16657.32,12/08/2004,15/08/2004,News,164,30000,Tropical cyclone,1
2548,0,Canada,0,47.3018,-68.2422,1448.63,13/08/2004,15/08/2004,News,1,0,Heavy rain,1
2549,0,UK,0,50.68,-4.67383,140.962,16/08/2004,17/08/2004,News,0,150,Heavy rain,2
2550,0,USA,0,36.3928,-116.759,582.05,15/08/2004,16/08/2004,News,2,0,Brief torrential rain,1
2551,0,Japan,South Korea,33.8068,133.488,16535.64,16/08/2004,19/08/2004,News,15,2400,Tropical cyclone,1
2552,0,Turkey,0,41.2272,32.0379,16748.57,16/08/2004,17/08/2004,News,2,100,Brief torrential rain,1
2553,0,Nigeria,0,10.4041,11.1989,20780.32,21/08/2004,23/08/2004,News,25,3000,Heavy rain,1
2554,0,Philippines,Taiwan,15.5474,120.754,38781.5,24/08/2004,12/09/2004,News,67,1058849,Tropical cyclone,2
2555,0,Vietnam,Cambodia,10.3179,105.824,47461.89,24/08/2004,21/10/2004,News,34,30000,Monsoonal rain,1
2556,0,Japan,0,34.7127,132.606,42655.12,30/08/2004,31/08/2004,News,13,5900,Tropical cyclone,1
2557,0,USA,0,37.3684,-77.6284,10713.94,30/08/2004,01/09/2004,News,7,0,Tropical cyclone,1
2558,0,Russia,0,44.4962,40.7769,831.468,31/08/2004,01/09/2004,News,0,500,Brief torrential rain,1
2559,0,China,0,30.5736,108.196,72283.7,03/09/2004,09/09/2004,News,196,500000,Heavy rain,2
2560,0,USA,Bahamas,27.6084,-81.4393,308986.37,05/09/2004,14/09/2004,News,16,300,Tropical cyclone,1
2561,0,Spain,0,41.3502,-0.007742,38945.07,07/09/2004,08/09/2004,News,3,0,Heavy rain,1
2562,0,Jamaica,USA,34.6172,-83.2347,363510.71,08/09/2004,21/09/2004,News,100,20000,Tropical cyclone,2
2563,0,Taiwan,0,24.4896,121.186,10780.74,11/09/2004,14/09/2004,News,9,0,Tropical cyclone,1
2564,0,North Korea,South Korea,38.4896,125.899,19689.71,11/09/2004,13/09/2004,News,0,0,Heavy rain,1
2565,0,USA,0,43.3726,-92.8998,15942.11,15/09/2004,19/09/2004,News,1,0,Heavy rain,1
2566,0,Haiti,0,28.8006,-81.9664,109541.01,15/09/2004,01/10/2004,News,3006,280000,Tropical cyclone,1
2567,0,Panama,0,9.01103,-79.5161,81.7624,17/09/2004,19/09/2004,News,13,11700,Heavy rain,1
2568,0,Indonesia,0,4.36347,95.9621,5575.89,26/09/2004,03/10/2004,News,0,3000,Heavy rain,1
2569,0,Japan,0,34.3146,136.368,3022.27,26/09/2004,30/09/2004,News,19,10000,Tropical cyclone,1
2570,0,India,Bangladesh,24.6862,89.4002,161739.65,07/10/2004,18/10/2004,News,210,100000,Heavy rain,1
2571,0,Australia,0,-30.376,152.897,1824.12,19/10/2004,22/10/2004,News,0,100,Heavy rain,1
2572,0,Japan,0,35.0456,135.516,31214.58,20/10/2004,24/10/2004,News,83,42000,Tropical cyclone,1
2573,0,Uganda,0,0.312954,30.15,1127.99,18/10/2004,20/10/2004,News,0,1500,Heavy rain,1
2574,0,Colombia,0,9.15024,-73.785,159581.94,11/10/2004,30/11/2004,News,30,300000,Heavy rain,1
2575,0,Taiwan,0,24.9787,121.607,2490.36,25/10/2004,27/10/2004,News,7,0,Tropical cyclone,1
2576,0,Togo,0,6.1482,1.22378,110.21,07/10/2004,04/11/2004,News,0,300,Heavy rain,2
2577,0,Central African Republic,0,4.40871,18.5304,1515.96,24/10/2004,02/11/2004,News,1,1410,Heavy rain,1
2578,0,Somalia,0,3.03699,44.9301,52232.64,26/10/2004,27/11/2004,News,0,1000,Heavy rain,1
2579,0,Ireland,0,52.1548,-7.82118,6532.21,27/10/2004,31/10/2004,News,0,200,Heavy rain,2
2580,0,Indonesia,0,-2.0431,101.398,230.99,03/11/2004,04/11/2004,News,1,150,Heavy rain,1
2581,0,Guatemala,0,15.5327,-89.3114,13464.18,06/11/2004,11/11/2004,News,1,650,Heavy rain,1
2582,0,Australia,0,-27.293,153.055,10515.15,06/11/2004,10/11/2004,News,2,0,Heavy rain,1
2583,0,Uganda,0,2.46938,31.4996,299.295,08/11/2004,10/11/2004,News,0,10000,Heavy rain,1
2584,0,USA,0,29.9969,-97.4818,107063.04,15/11/2004,29/11/2004,News,3,600,Heavy rain,1
2585,0,Venezuela,0,10.881,-68.866,13177.33,17/11/2004,25/11/2004,News,11,0,Heavy rain,1
2586,0,Paraguay,Argentina,-26.5435,-57.5059,127493.44,07/11/2004,15/12/2004,News,0,0,Heavy rain,1
2587,0,Philippines,0,13.4313,123.387,14671.98,19/11/2004,29/11/2004,News,61,35000,Tropical cyclone,1
2588,0,Venezulea,0,8.91445,-72.3649,7328.19,20/11/2004,27/11/2004,News,0,0,Heavy rain,1
2589,0,Philippines,0,16.3889,121.706,21572.62,23/11/2004,28/11/2004,News,26,8000,Tropical cyclone,1
2590,0,Panama,0,8.43937,-77.8578,5108.2,23/11/2004,26/11/2004,News,0,6500,Heavy rain,2
2591,0,Vietnam,0,16.1973,107.437,23734.89,26/11/2004,30/11/2004,News,56,500000,Heavy rain,1
2592,0,Philippines,0,15.1788,121.243,39971.51,29/11/2004,22/12/2004,News,939,432000,Heavy rain,1
2593,0,Indonesia,0,-8.04448,112.175,3782.68,02/12/2004,06/12/2004,News,15,20000,Heavy rain,2
2594,0,Albania,0,42.04,19.5485,426.448,04/12/2004,08/12/2004,News,0,0,Heavy rain,1
2595,0,Russia,0,44.5206,40.8956,4281.58,03/12/2004,07/12/2004,News,0,150,Snowmelt,1
2596,0,Argentina,0,-27.1808,-60.666,3232.17,06/12/2004,10/12/2004,News,0,5000,Heavy rain,1
2597,0,USA,0,33.963,-89.5703,263934.24,07/12/2004,20/12/2004,News,0,0,Heavy rain,1
2598,0,Australia,0,-29.1368,150.13,80551.76,08/12/2004,22/12/2004,News,3,150,Heavy rain,1
2599,0,Iran,0,28.4261,51.7011,436702.62,09/12/2004,01/01/2005,News,54,4000,Heavy rain,1
2600,0,Malaysia,Thailand,6.27156,101.592,43430.02,10/12/2004,18/12/2004,News,15,20000,Monsoonal rain,2
2601,0,Sri Lanka,0,7.93818,81.3147,23455.77,11/12/2004,23/12/2004,News,6,200000,Monsoonal rain,1
2602,0,Angola,0,-9.68549,14.649,2662.82,18/12/2004,19/12/2004,News,1,2000,Heavy rain,1
2603,0,South Africa,0,-33.62,21.974,44767.86,22/12/2004,24/12/2004,News,0,0,Heavy rain,1
2604,0,Thailand,0,8.18351,98.8838,55444.5,26/12/2004,29/12/2004,News,160000,5000000,Tidal surge,2
2605,0,Italy,0,40.776,14.6179,215.291,25/12/2004,28/12/2004,News,0,0,Heavy rain,1
2606,0,USA,0,38.2106,-85.3524,285908.88,05/01/2005,01/02/2005,News,3,4000,Heavy rain,2
2607,0,New Zealand,0,-40.9561,174.975,1559.24,07/01/2005,10/01/2005,News,0,0,Heavy rain,1
2608,0,USA,0,34.0959,-118.094,11751.45,08/01/2005,11/01/2005,News,4,500,Heavy rain,1
2609,0,UK,0,55.1831,-2.72643,4747.18,08/01/2005,10/01/2005,News,3,3000,Heavy rain,2
2610,0,USA,0,37.2699,-113.736,71018.19,10/01/2005,13/01/2005,News,1,850,Heavy rain,2
2611,0,Costa Rica,Panama,9.8763,-83.129,7580.22,11/01/2005,18/01/2005,News,4,15000,Heavy rain,1
2612,0,Indonesia,0,-3.90354,104.432,78150.97,11/01/2005,10/02/2005,News,9,0,Heavy rain,1
2613,0,Guyana,0,6.60784,-58.0383,2339.48,15/01/2005,25/02/2005,News,31,375000,Heavy rain,2
2614,0,Saudi Arabia,0,24.7876,40.6202,22757.65,22/01/2005,27/01/2005,News,29,50,Heavy rain,1
2615,0,Australia,0,-21.4038,143.4,618243.19,23/01/2005,28/01/2005,News,2,0,Monsoonal rain,1
2616,0,Australia,0,-38.0823,144.201,1121.74,26/01/2005,28/01/2005,News,0,0,Heavy rain,2
2617,0,Mozambique,0,-18.154,35.7074,24295.58,25/01/2005,09/02/2005,News,0,0,Heavy rain,1
2618,0,Brazil,0,-22.1329,-49.3471,127862.24,29/01/2005,31/01/2005,News,10,0,Heavy rain,1
2619,0,Madagascar,0,-25.0483,44.5669,6747.27,23/01/2005,02/02/2005,News,17,8000,Tropical cyclone,1
2620,0,Angola,0,-10.734,17.1667,118198.38,27/01/2005,28/03/2005,News,0,10000,Heavy rain,1
2621,0,Brazil,0,-16.3459,-45.999,56393.19,01/02/2005,11/02/2005,News,9,9000,Heavy rain,1
2622,0,Australia,0,-38.1976,145.578,35239.65,03/02/2005,07/02/2005,News,0,0,Heavy rain,1
2623,0,Venezuela,0,10.7731,-68.4074,11963.02,07/02/2005,14/02/2005,News,19,26000,Heavy rain,1
2624,0,Pakistan,0,26.1547,64.3806,123212.59,09/02/2005,16/02/2005,News,300,40000,Heavy rain,1
2625,0,Colombia,Venezuela,7.58834,-72.9646,43716.57,11/02/2005,26/02/2005,News,95,70000,Heavy rain,1
2626,0,Greece,Bulgaria,41.4282,26.4187,7609.48,17/02/2005,24/03/2005,News,0,300,Heavy rain,2
2627,0,Indonesia,0,-6.95896,107.603,892.05,19/02/2005,25/02/2005,News,0,50000,Heavy rain,1
2628,0,Bolivia,0,-17.634,-62.8697,10544.88,19/02/2005,22/02/2005,News,0,0,Heavy rain,1
2629,0,Kazakhstan,Uzbekistan,43.5954,66.9818,135417.73,24/02/2005,23/03/2005,News,0,30000,"Dam/Levy, break or release",1
2630,0,Saudi Arabia,Oman,24.3928,48.568,488992.8,01/03/2005,23/03/2005,News,7,700,Heavy rain,1
2631,0,Pakistan,0,30.7184,66.9303,104031.03,02/03/2005,08/03/2005,News,15,5000,Heavy rain,1
2632,0,Afghanistan,0,30.7384,61.8546,275339.78,05/03/2005,05/04/2005,News,26,5000,Heavy rain,1
2633,0,Madagascar,0,-17.7598,48.2834,16367.39,02/03/2005,15/03/2005,News,25,8300,Heavy rain,1
2634,0,Algeria,0,24.212,3.95344,436815.44,06/03/2005,09/03/2005,News,3,0,Heavy rain,1
2635,0,Iran,0,33.7656,48.8491,23040.13,11/03/2005,12/03/2005,News,3,3000,Heavy rain,1
2636,0,China,Kazahkistan,44.8319,78.8332,220943.44,11/03/2005,22/03/2005,News,1,3000,Heavy rain,1
2637,0,Iraq,0,32.9589,46.294,260716.36,13/03/2005,25/03/2005,News,0,0,Heavy rain,1
2638,0,Zambia,0,-10.5871,31.1146,122632.43,01/03/2005,01/04/2005,News,0,300,Heavy rain,1
2639,0,Afghanistan,0,36.4835,66.1149,89539.22,15/03/2005,18/03/2005,News,2,0,Heavy rain,1
2640,0,Poland,Romania,50.5111,21.6586,673469.24,17/03/2005,08/04/2005,News,4,1000,Snowmelt,1
2641,0,Pakistan,0,29.5182,68.3724,75648.02,20/03/2005,24/03/2005,News,20,3500,Heavy rain,1
2642,0,Madagascar,0,-25.0057,46.9769,150.551,24/03/2005,26/03/2005,News,0,900,Heavy rain,1
2643,0,New Zealand,0,-41.3731,173,2455.69,25/03/2005,26/03/2005,News,0,0,Heavy rain,1
2644,0,Afghanistan,0,33.5306,68.4509,1437.55,29/03/2005,30/03/2005,News,6,0,Heavy rain,1
2645,0,USA,0,42.219,-74.7348,130491.54,01/04/2005,06/04/2005,News,2,11000,Heavy rain,2
2646,0,Colombia,0,6.35323,-74.3223,34532.06,11/04/2005,14/04/2005,News,11,0,Heavy rain,1
2647,0,Tanzania,0,-6.12967,39.2955,507.011,16/04/2005,18/04/2005,News,1,300,Heavy rain,1
2648,0,Romania,Serbia,45.6965,21.2129,58909.96,18/04/2005,04/06/2005,News,4,7000,Heavy rain,2
2649,0,Ethiopia,Somalia,6.2723,43.2861,336115.19,23/04/2005,14/06/2005,News,177,260000,Heavy rain,2
2650,0,Georgia,Russia,42.6487,41.5522,1515482.22,25/04/2005,30/05/2005,News,0,6000,Heavy rain,1
2651,0,Indonesia,0,3.69543,97.6622,1727.34,26/04/2005,27/04/2005,News,20,750,Heavy rain,1
2652,0,Kenya,Uganda,0.795883,37.2384,443212.08,03/05/2005,03/06/2005,News,4,40000,Heavy rain,2
2653,0,Afghanistan,0,33.7082,64.7671,82363.91,04/05/2005,08/05/2005,News,14,0,Snowmelt,1
2654,0,Tajikistan,0,37.9689,69.2506,26479.81,07/05/2005,18/05/2005,News,1,0,Heavy rain,1
2655,0,New Zealand,0,-37.6649,176.118,628.483,18/05/2005,21/05/2005,News,0,290,Heavy rain,2
2656,0,Brazil,0,-23.5269,-46.6149,928.544,24/05/2005,27/05/2005,News,5,0,Brief torrential rain,1
2657,0,Bangladesh,0,24.598,91.6424,12730.18,25/05/2005,28/05/2005,News,13,50000,Heavy rain,1
2658,0,Finland,0,67.4743,26.3662,24898.89,25/05/2005,31/05/2005,News,0,400,Snowmelt,1
2659,0,Russia,0,47.9353,135.157,379339.74,11/05/2005,07/06/2005,News,1,50,Heavy rain,2
2660,0,Bulgaria,0,43.1307,25.2691,71253.3,26/05/2005,13/06/2005,News,6,0,Heavy rain,1
2661,0,China,0,34.4136,104.121,2020.76,28/05/2005,29/05/2005,News,8,0,Brief torrential rain,1
2662,0,Ukraine,0,47.0515,35.8842,8129.39,28/05/2005,30/05/2005,News,0,50,Heavy rain,1
2663,0,China,0,28.7151,108.103,679663.6,30/05/2005,10/06/2005,News,160,300000,Heavy rain,1
2664,0,Brazil,0,-8.02432,-35.3711,6052.27,01/06/2005,04/06/2005,News,28,31000,Heavy rain,1
2665,0,Georgia,0,42.0489,45.3243,14901.1,05/06/2005,17/06/2005,News,1,50,Heavy rain,1
2666,0,Canada,0,50.8437,-114.424,86681.01,07/06/2005,01/07/2005,News,4,5000,Heavy rain,2
2667,0,Tajikistan,0,39.4723,68.1036,5936.26,08/06/2005,10/06/2005,News,6,2000,Heavy rain,1
2668,0,China,0,44.3196,129.266,2332.12,10/06/2005,12/06/2005,News,117,400,Brief torrential rain,2
2669,0,Taiwan,0,22.8027,120.345,3446.4,11/06/2005,17/06/2005,News,16,2700,Heavy rain,2
2670,0,Tajikistan,Afghanistan,37.18,70.7991,102998.37,15/06/2005,21/07/2005,News,39,11000,Heavy rain,1
2671,0,China,0,26.6914,117.773,93628.71,17/06/2005,25/06/2005,News,19,210000,Heavy rain,2
2672,0,Kenya,0,0.542042,34.2361,3517.31,17/06/2005,20/06/2005,News,20,1200,Heavy rain,1
2673,0,UK,0,54.2588,-1.02334,1055.41,19/06/2005,20/06/2005,News,0,0,Brief torrential rain,2
2674,0,China,0,23.5449,111.322,226558.27,19/06/2005,30/06/2005,News,200,1500000,Heavy rain,2
2675,0,Pakistan,Afghanistan,34.272,71.5076,28630.77,21/06/2005,05/08/2005,News,5,50000,Snowmelt,2
2676,0,Bangladesh,0,25.9614,89.1145,15321.96,23/06/2005,30/06/2005,News,5,70000,Monsoonal rain,1
2677,0,El Salvador,Honduras,13.9466,-88.1982,35359.18,24/06/2005,27/06/2005,News,41,1500,Heavy rain,1
2678,0,India,0,31.6718,78.4423,6530.74,26/06/2005,29/06/2005,News,6,5000,Heavy rain,1
2679,0,Chile,0,-36.9575,-72.76,12209.92,26/06/2005,28/06/2005,News,5,800,Heavy rain,1
2680,0,India,0,21.433,73.0739,73780.97,28/06/2005,15/07/2005,News,202,500000,Monsoonal rain,2
2681,0,Mexico,0,21.3534,-97.65,968.76,29/06/2005,30/06/2005,News,2,0,Heavy rain,1
2682,0,India,0,20.9765,86.4305,6802.76,29/06/2005,03/07/2005,News,1,140000,Monsoonal rain,1
2683,0,Australia,0,-28.5195,153.289,7891.31,30/06/2005,03/07/2005,News,3,3000,Heavy rain,1
2684,0,China,0,30.6766,103.519,69402.58,28/06/2005,19/07/2005,News,65,428000,Heavy rain,1
2685,0,North Korea,0,39.7282,126.499,2586.86,30/06/2005,02/07/2005,News,88,16000,Monsoonal rain,1
2686,0,India,0,24.1288,80.1999,55740.23,02/07/2005,15/07/2005,News,62,49000,Monsoonal rain,1
2687,0,Romania,Bulgaria,43.8535,26.329,72209.36,02/07/2005,16/07/2005,News,23,7000,Heavy rain,1
2688,0,China,0,44.5627,125.501,275029.31,01/07/2005,12/08/2005,News,5,1500,Heavy rain,1
2689,0,Pakistan,India,30.923,73.5637,433454.63,05/07/2005,14/08/2005,News,40,452000,Monsoonal rain,1
2690,0,India,Bangladesh,27.4363,87.0126,823461.88,07/07/2005,27/07/2005,News,40,3000000,Monsoonal rain,1
2691,0,Japan,0,32.9554,130.955,23384.41,10/07/2005,11/07/2005,News,4,600,Heavy rain,1
2692,0,Romania,0,45.7648,27.8629,40036.82,12/07/2005,28/07/2005,News,23,13000,Heavy rain,2
2693,0,China,0,32.6055,115.76,101854.32,10/07/2005,18/07/2005,News,0,0,Heavy rain,1
2694,0,Taiwan,China,28.1203,120.856,12148.26,16/07/2005,20/07/2005,News,17,0,Tropical cyclone,1
2695,0,Malaysia,0,6.05477,116.224,1468.81,17/07/2005,19/07/2005,News,4,600,Brief torrential rain,2
2696,0,China,0,27.7023,104.262,395.807,21/07/2005,22/07/2005,News,16,0,"Dam/Levy, break or release",1
2697,0,India,0,17.9836,73.435,35551.57,24/07/2005,05/08/2005,News,987,160000,Monsoonal rain,1
2698,0,India,0,16.9772,79.9654,619197.82,23/07/2005,16/08/2005,News,126,100000,Monsoonal rain,1
2699,0,Philippines,0,10.4097,122.905,1058.18,27/07/2005,30/07/2005,News,3,32782,Monsoonal rain,1
2700,0,India,0,20.9915,86.2759,11721.28,30/07/2005,03/08/2005,News,8,344857,Monsoonal rain,1
2701,0,Iran,0,37.6805,55.7931,4580.5,31/07/2005,01/08/2005,News,27,0,Heavy rain,1
2702,0,Turkey,0,40.8275,40.3862,1667.49,02/08/2005,03/08/2005,News,7,0,Heavy rain,1
2703,0,South Korea,0,35.6995,127.456,9965.14,02/08/2005,04/08/2005,News,11,1500,Monsoonal rain,1
2704,0,Sudan,0,13.0351,24.7367,163360.92,03/08/2005,19/08/2005,News,8,8000,Heavy rain,1
2705,0,Bulgaria,0,42.2671,24.4644,44209.12,04/08/2005,11/08/2005,News,7,12000,Heavy rain,1
2706,0,China,0,39.8858,81.8645,855819.77,05/08/2005,14/08/2005,News,7,230000,Heavy rain,1
2707,0,Central African Republic,0,4.40507,18.4898,65654.14,08/08/2005,25/08/2005,News,1,22500,Heavy rain,1
2708,0,Iran,0,37.6813,55.8167,4899.65,09/08/2005,11/08/2005,News,43,0,Heavy rain,1
2709,0,Thailand,0,19.0685,99.3691,134287.4,13/08/2005,26/09/2005,News,11,119270,Monsoonal rain,2
2710,0,Vietnam,0,19.1699,104.857,14785.95,13/08/2005,16/08/2005,News,13,0,Heavy rain,1
2711,0,China,0,41.8583,123.07,85856.94,13/08/2005,20/08/2005,News,15,206000,Heavy rain,1
2712,0,China,0,32.0585,112.263,43676.36,14/08/2005,05/09/2005,News,28,14500,Heavy rain,1
2713,0,Sierra Leone,0,7.41856,-11.6876,7725.62,14/08/2005,16/08/2005,News,20,15000,Heavy rain,2
2714,0,Romania,Moldava,46.898,25.0422,68754.86,14/08/2005,02/09/2005,News,34,2000,Heavy rain,1
2715,0,Ethiopia,0,7.35224,38.729,52560.03,20/08/2005,07/09/2005,News,3,7000,Heavy rain,1
2716,0,Switzerland,Austria,47.4865,9.57806,44952.69,21/08/2005,26/08/2005,News,12,2500,Heavy rain,2
2717,0,Mexico,0,18.8116,-98.6578,242699.51,21/08/2005,30/08/2005,News,30,10000,Heavy rain,1
2718,0,India,0,25.886,83.2115,12677.59,26/08/2005,30/08/2005,News,21,0,Heavy rain,1
2719,0,USA,0,30.191,-90.3201,50377.42,29/08/2005,19/09/2005,News,1053,500000,Tropical cyclone,2
2720,0,Australia,0,-41.5536,147.095,8209.31,30/08/2005,03/09/2005,News,0,0,Heavy rain,1
2721,0,Nigeria,0,10.6656,10.9053,159497.37,07/08/2005,16/09/2005,News,3,7,Heavy rain,1
2722,0,Taiwan,China,28.5839,118.554,188694.05,01/09/2005,04/09/2005,News,129,1840000,Tropical cyclone,1
2723,0,Japan,South Korea,32.3519,131.316,36825.48,04/09/2005,09/09/2005,News,22,301000,Tropical cyclone,1
2724,0,France,0,44.0571,4.18619,9814.17,07/09/2005,09/09/2005,News,0,3000,Heavy rain,1
2725,0,Vietnam,Cambodia,10.7071,105.735,154793.77,08/09/2005,01/11/2005,News,69,30000,Monsoonal rain,1
2726,0,China,0,30.3681,120.242,84372.28,11/09/2005,13/09/2005,News,16,1350000,Tropical cyclone,1
2727,0,Afghanistan,0,34.9305,71.0849,3208.66,11/09/2005,12/09/2005,News,12,0,Heavy rain,1
2728,0,India,0,21.1139,82.5389,374448.85,14/09/2005,30/09/2005,News,89,550000,Heavy rain,1
2729,0,Senegal,0,14.7558,-17.3737,333.207,20/08/2005,10/09/2005,News,0,5600,Heavy rain,1
2730,0,Philippines,0,15.301,120.983,12975.73,15/09/2005,27/09/2005,News,16,8000,Monsoonal rain,1
2731,0,India,0,28.1973,79.3734,308728.72,16/09/2005,05/10/2005,News,23,0,Monsoonal rain,1
2732,0,Vietnam,0,18.7601,105.55,10778.8,18/09/2005,24/09/2005,News,8,8500,Tropical cyclone,1
2733,0,Romania,Bulgaria,44.5848,27.3833,29372.7,21/09/2005,09/10/2005,News,10,0,Heavy rain,1
2734,0,India,0,21.7139,73.4733,53194.83,22/09/2005,11/10/2005,News,15,0,Heavy rain,1
2735,0,USA,0,29.9816,-92.9979,33402.88,23/09/2005,01/10/2005,News,0,0,Tropical cyclone,1
2736,0,China,Vietnam,19.2402,110.083,491950.15,26/09/2005,06/10/2005,News,104,470000,Tropical cyclone,2
2737,0,Nepal,0,29.2938,80.5476,8032.65,25/09/2005,02/10/2005,News,51,1600,Monsoonal rain,1
2738,0,Sudan,0,18.9643,37.373,40658.76,29/08/2005,06/09/2005,News,5,9000,Heavy rain,1
2739,0,Nigeria,0,12.5706,10.4374,11553.11,26/09/2005,29/09/2005,News,0,1500,Heavy rain,1
2740,0,Mexico,0,15.9783,-93.2683,62548.04,26/09/2005,29/09/2005,News,3,3000,Heavy rain,1
2741,0,Canada,0,48.5713,-58.4653,332.483,27/09/2005,29/09/2005,News,0,200,Heavy rain,1
2742,0,Mauritania,0,17.0464,-11.9832,147088.34,27/09/2005,07/10/2005,News,0,3000,Heavy rain,2
2743,0,China,0,32.8686,109.423,29516.96,29/09/2005,06/10/2005,News,2,24000,Heavy rain,1
2744,0,El Salvador,Guatamala,13.9797,-89.5951,211256.78,01/10/2005,16/10/2005,News,2000,250000,Tropical cyclone,2
2745,0,China,0,25.9561,119.21,13902.97,02/10/2005,06/10/2005,News,95,0,Tropical cyclone,1
